803753075479433217,The US population are now like the students of Trump University: conned!
803753076079218688,How's her driving tho? 
803753075550912513,"Trump tweets: Burn the flag, go to jail #hillaryclinton #congress #protest #supremecourt  "
803753076515545088,"Trump true believers, if you didn't realize it when he appointed Priebus, now Mnuchin, a Goldman exec, for Treasury should be obvious
Played"
803753076276412416,its great that the Trump administration can bypass the MSM filter... because they are the mortal enemy of Trump.… 
803753079829045248,Billionaire boys club in DC. Looks like Mr. Trump is combining the 1%. I would guess that's to power up against the other 99%
803753079736823808," Trump, Kellyanne, #GOP just love to lie. 

NOT A BLOWOUT. 

LEAST POPULAR PRESIDENT EVER."
803753079283720192,Pay to play! 
803753080089149440,"    How did the delegates think that Trump would be there for the middle/working class, &amp; poor"
803753080777048064,  Donald Trump
803753080907059205,/looks at Trump................... 
803753082500878336,"What happened to ""hands off our Medicare""?  Where is the Tea Party now that Trump wants to destroy Medicare?   "
803753082559598592,"HA! ‘Geniuses in press corps’ don’t know who Dan Quayle is, call him ‘unidentified man’ meeting with Trump "
803753082496679936,"Entire Trump Klan's incestuous with crime &amp; believe they're above the law, it doesn't apply to them. DT thinks he m… "
803753082454622208, how about an info graphic? 
803753083918553088,One of my favorite things is seeing 3rd party voters protesting a Trump presidency. Favorite. Thiiiiiing.
803753083540910080,Nepotism..McConnell! 
803753084136648704,Black Ladies BLAST ROSIE For Attacking Barron Trump: “WHY ARE YOU STILL HERE?” (VIDEO) – American Lookout 
803753085881356288,Very Evita like. 
803753085478633472,One more from Trump's 'Cabinet of Heartlessness' 
803753086506319872,"#totalitarian path we are on RT
The truth about Donald Trump’s lies: Debunking them misses the point.  via "
803753087286579206,"#Petition: 4,666,777 #PopularVote 64,826,475  We dont need any more reasons: #ECVote4 … "
803753089186598912,"Computer Scientists Say Trump May Have Hacked Voting Machines, Demand Recount "
803753089488416768,Laughing SO hard right now. 
803753090017095680,New video: Mnuchin: What we know about Trump's pick for Treasury -  #XaniaTube
803753091677843456,Stupid  distraction from actual controversies-like his business conflicts of interest. #Resist 
803753091980005376,Do Not Be Fooled By Turkey: Today Ankara Is More Foe Than Friend     
803753092210708481,"Brits &amp; Americans should watch this. When you get to the end, think; maybe Trump has a reason to push the media away "
803753092130881536,"  
Fuck trump &amp; his family! "
803753093997285380,"😂😂 This explains a lot 
 "
803753095805091840,Dear Mr. Trump: Climate Policy Puts Lives In Your Hands - Huffington Post 
803753096656678912,   it's a day in America lead by the Trump parents teaching their children not to be indoctrinated!
803753096224509953,"Trump bump: Confidence in economy highest in 8 years, up 17 points  via "
803753096992079872,The story behind Jared Kushner's curious acceptance into Harvard  via 
803753097222701056,".krauthammer: Trump put a large piece of cheese out there, &amp; if the left wants to go after him on burning of the f… "
803753097378021376,"Trump bump: Confidence in economy highest in 8 years, up 17 points 

 via "
803753097600389120,"#China, More Than Trump, Fuels Commodity ETF Surge It's no secret that base metals have done well in the month of November. Copper is up 20…"
803753098053292032, what happens to any/all fbi investigations into russia/assange/wiki hacks and dumps when fbi becomes trump fbi?
803753097986183169,"Do you mean Deplorables, #lukeskywalker ? "
803753101039517696,"#CNBC ""Market set to close out month, upended by Trump trade"" "
803753101471707136, after what they did to Trump are you kidding? Don't make me block u.
803753101576564738,"conservatives take the whole american flag thing wayyy too seriously if that's ""softening up"" "
803753100884512768,I liked a  video from   Donald Trump’s Immigration Plan: An Honest Conversation
803753103765995521,"TRUMP ON NOTICE, WHAT RON PAUL JUST SAID ROCKED THE FEDERAL RESERVE "
803753103958933504,  in atlantic city filed bankruptcy or reorganized due to economy You think Trump is only business this happened to?
803753104109731841,When are our Elected Officials going to do Something about Trump??
803753104466440192,Obama Was Going To Castro’s Funeral–Until Trump Told Him This… 
